age,dependents,employment_status,employment_years,monthly_income,monthly_expenses,credit_score,existing_loans,existing_emi,loan_amount,loan_term_months,interest_rate,property_value,savings_balance,missed_payments_last_year,bankruptcies,dti_ratio,requested_emi,total_emi_burden,savings_ratio,loan_to_income_ratio,approved
58,1,self_employed,8.0,27151.170000000006,16188.520000000011,656,0,0.0,500000.0,24,7.8,981600.0,175902.26,0,0,0.6936,22568.06,0.7872,0.3064,1.4535,1
37,2,salaried,6.2,9425.0,7592.0,722,0,0.0,387100.0,24,9.5,769700.0,7328.0,2,0,0.8055,17773.5,1.8858,0.1945,3.4226,1
32,2,salaried,8.7,3558.0,2925.0,606,1,318.0,85300.0,36,14.1,0.0,6931.0,0,0,0.9115,2919.5,0.9099,0.0885,1.9978,0
44,3,salaried,9.8,3756.0,1855.0,796,0,0.0,140600.0,36,6.7,341300.0,1653.0,0,0,0.4939,4322.06,1.1507,0.5061,3.1195,1
49,2,salaried,7.0,3368.0,1899.0,673,1,581.0,155500.0,24,4.4,241400.0,20399.0,0,0,0.7363,6780.29,2.0,0.2637,3.8475,1
63,0,salaried,19.3,4071.0,1018.0,744,1,955.0,233000.0,84,15.9,516500.0,9670.0,0,0,0.4846,4614.6,1.3681,0.5154,4.7695,1
45,0,business_owner,12.5,1970.0,1421.0,783,1,116.0,52300.0,240,10.5,0.0,6128.0,0,0,0.7802,522.15,0.3239,0.2198,2.2124,1
56,1,salaried,2.1,3803.0,2356.0,693,2,1928.0,74600.0,240,10.5,0.0,2452.0,0,0,1.1265,744.79,0.7028,-0.1265,1.6347,0
46,0,business_owner,15.2,20055.0,10238.0,612,0,0.0,500000.0,120,13.5,949600.0,175902.26,2,0,0.5105,7613.71,0.3796,0.4895,2.0776,0
58,1,retired,3.2,3935.0,1420.0,668,3,1226.0,206700.0,60,12.1,395900.0,6675.0,0,0,0.6724,4608.38,1.4827,0.3276,4.3774,0
21,1,freelancer,8.3,3174.0,2129.0,738,1,462.0,80800.0,60,7.0,0.0,15884.0,0,0,0.8163,1599.94,0.6496,0.1837,2.1214,1
40,1,business_owner,11.8,16689.0,14186.0,726,0,0.0,195400.0,120,7.6,438100.0,30543.0,4,0,0.85,2329.64,0.1396,0.15,0.9757,1
48,5,salaried,3.9,2655.0,1587.0,615,0,0.0,122500.0,84,5.8,207500.0,10161.0,4,0,0.5977,1777.83,0.6696,0.4023,3.8449,0
36,1,business_owner,0.8,9743.0,8282.0,597,1,1731.0,330600.0,48,9.7,793300.0,23266.0,0,0,1.0277,8337.32,1.0334,-0.0277,2.8277,0
37,1,salaried,18.4,5522.0,3604.0,738,0,0.0,92600.0,48,9.5,0.0,73860.0,4,0,0.6527,2326.4,0.4213,0.3473,1.3974,1
60,0,self_employed,1.0,5539.0,3293.0,660,1,452.0,124000.0,48,9.1,161600.0,29162.0,0,1,0.6761,3091.64,0.6398,0.3239,1.8656,0
48,2,self_employed,3.1,12568.0,4787.0,753,0,0.0,410900.0,60,11.3,559700.0,57545.0,0,0,0.3809,8995.56,0.7158,0.6191,2.7245,1
32,0,business_owner,5.9,3379.0,1583.0,850,1,611.0,196200.0,60,14.0,333000.0,7118.0,0,0,0.6493,4565.23,1.5319,0.3507,4.8387,1
47,2,business_owner,1.3,16517.0,5572.0,658,1,1090.0,470500.0,48,11.9,721500.0,54197.0,0,0,0.4033,12366.98,0.8147,0.5967,2.3738,1
62,0,salaried,11.4,6688.0,3961.0,754,1,538.0,221400.0,360,12.9,378700.0,21585.0,0,0,0.6727,2431.83,0.4441,0.3273,2.7587,1
50,2,salaried,1.9,4065.0,2464.0,810,0,0.0,95000.0,48,5.4,0.0,7972.0,0,0,0.6062,2205.04,0.5424,0.3938,1.9475,1
61,3,freelancer,26.1,1987.0,1124.0,616,2,1016.0,19900.0,60,10.3,0.0,2049.0,2,0,1.077,425.76,0.7256,-0.077,0.8346,0
54,0,freelancer,15.4,2646.0,1650.0,603,0,0.0,147300.0,48,13.1,214600.0,2139.0,1,0,0.6236,3959.0,1.4962,0.3764,4.6391,0
57,1,salaried,6.1,8115.0,3011.0,674,3,2850.0,464400.0,36,13.3,1036000.0,15193.0,0,0,0.7222,15714.66,2.0,0.2778,4.7689,1
26,1,salaried,7.0,5523.0,4208.0,802,0,0.0,317200.0,120,9.5,535200.0,68789.0,0,0,0.7619,4104.49,0.7432,0.2381,4.786,1
27,3,business_owner,5.1,18557.0,7700.0,543,0,0.0,431200.0,36,9.6,996400.0,102008.0,3,0,0.4149,13832.77,0.7454,0.5851,1.9364,0
52,1,freelancer,3.5,2001.0,1635.0,706,0,0.0,68100.0,48,13.4,0.0,2537.0,0,0,0.8171,1840.5,0.9198,0.1829,2.8361,0
52,2,salaried,3.1,10393.0,7264.0,573,2,5184.0,478000.0,240,9.0,765700.0,14238.0,3,0,1.1977,4300.69,0.9126,-0.1977,3.8327,0
45,3,freelancer,13.8,1500.0,855.0,850,0,0.0,71600.0,84,6.8,0.0,697.0,3,0,0.57,1073.65,0.7158,0.43,3.9778,1
53,2,self_employed,5.7,3652.0,2816.0,481,4,2330.0,127000.0,240,3.5,311800.0,1599.0,0,0,1.4091,736.55,0.8397,-0.4091,2.898,0
27,1,business_owner,10.9,5388.0,3998.0,713,3,2267.0,208900.0,84,10.6,517000.0,74920.0,1,1,1.1628,3533.09,1.0765,-0.1628,3.2309,0
32,0,self_employed,4.8,12156.0,3039.0,587,1,1662.0,130600.0,24,11.3,243800.0,22481.0,0,0,0.3867,6105.19,0.639,0.6133,0.8953,1
36,3,salaried,2.7,6040.0,2018.0,846,0,0.0,64100.0,48,8.8,0.0,219.0,0,1,0.3341,1589.05,0.2631,0.6659,0.8844,1
36,4,business_owner,1.1,5410.0,3132.0,668,0,0.0,214000.0,60,7.1,259700.0,7695.0,0,0,0.5789,4247.56,0.7851,0.4211,3.2964,0
63,5,salaried,2.8,2461.0,1557.0,671,0,0.0,31200.0,24,8.0,0.0,2208.0,1,0,0.6327,1411.09,0.5734,0.3673,1.0565,1
56,4,business_owner,13.2,8154.0,3782.0,698,0,0.0,347400.0,36,8.0,791000.0,75730.0,0,0,0.4638,10886.25,1.3351,0.5362,3.5504,1
33,3,freelancer,8.0,6238.0,2129.0,717,1,1113.0,338900.0,180,11.5,557000.0,19253.0,0,0,0.5197,3959.0,0.8131,0.4803,4.5274,1
27,2,retired,9.7,3085.0,2622.0,608,0,0.0,161700.0,36,11.5,264000.0,4486.0,0,0,0.8499,5332.22,1.7284,0.1501,4.3679,0
56,3,salaried,9.4,4009.0,3171.0,619,1,245.0,142300.0,36,7.3,332600.0,10152.0,0,0,0.8521,4413.36,1.162,0.1479,2.9579,0
29,1,freelancer,1.3,2907.0,1475.0,555,2,707.0,53500.0,60,11.5,0.0,4200.0,1,0,0.7506,1176.6,0.648,0.2494,1.5337,0
52,2,business_owner,1.5,11073.0,4111.0,677,2,2055.0,119700.0,48,10.6,152100.0,164121.0,3,0,0.5568,3070.51,0.4629,0.4432,0.9008,1
31,1,freelancer,2.8,5179.0,1802.0,702,1,1045.0,304400.0,48,11.8,707900.0,72788.0,1,0,0.5497,7986.16,1.7438,0.4503,4.898,1
28,1,salaried,2.6,5914.0,3864.0,691,0,0.0,267000.0,60,3.5,375600.0,51906.0,0,0,0.6534,4857.2,0.8213,0.3466,3.7623,1
53,3,salaried,0.9,6459.0,4964.0,840,3,2351.0,275800.0,24,8.4,458800.0,28842.0,0,0,1.1325,12524.06,2.0,-0.1325,3.5583,0
43,1,self_employed,1.5,14752.0,10745.0,654,0,0.0,500000.0,60,8.6,669200.0,119597.0,0,0,0.7284,10282.38,0.697,0.2716,2.8245,1
45,0,salaried,12.1,4672.0,1249.0,689,1,967.0,180300.0,60,11.5,301500.0,12048.0,0,0,0.4743,3965.27,1.0557,0.5257,3.216,1
28,0,freelancer,5.8,14370.0,9424.0,633,2,7180.0,500000.0,48,11.3,966100.0,100233.0,0,0,1.1555,12995.73,1.404,-0.1555,2.8996,0
42,3,salaried,3.0,5683.0,4026.0,620,1,1101.0,175000.0,240,12.7,304000.0,8354.0,0,0,0.9022,2012.97,0.5479,0.0978,2.5661,0
24,2,business_owner,5.0,9868.0,2850.0,608,0,0.0,386000.0,36,4.8,942800.0,50934.0,3,0,0.2888,11534.14,1.1688,0.7112,3.2597,1
60,2,salaried,2.3,3976.0,3115.0,594,3,1477.0,142000.0,24,12.4,308500.0,20257.0,0,0,1.1549,6710.99,2.0,-0.1549,2.9762,0
23,1,salaried,5.8,8466.0,2116.0,850,2,1634.0,160000.0,12,8.8,366900.0,18283.0,0,0,0.4429,13977.4,1.844,0.5571,1.5749,1
49,1,salaried,1.0,13043.0,3686.0,834,1,2667.0,267500.0,180,8.0,473500.0,76294.0,0,0,0.4871,2556.37,0.4005,0.5129,1.7091,1
61,0,self_employed,14.5,3734.0,1412.0,578,1,1110.0,75800.0,360,7.3,0.0,28879.0,4,0,0.6754,519.66,0.4364,0.3246,1.6917,0
49,1,self_employed,2.2,9154.0,2346.0,800,3,7030.0,63500.0,60,10.0,0.0,1950.0,0,0,1.0243,1349.19,0.9154,-0.0243,0.5781,0
54,3,self_employed,10.8,12761.0,7322.0,736,0,0.0,500000.0,60,7.9,1033100.0,5194.0,4,0,0.5738,10114.28,0.7926,0.4262,3.2652,1
54,1,freelancer,7.0,6652.0,5651.0,644,3,5210.0,202300.0,60,7.9,357800.0,16706.0,4,0,1.5,4092.24,1.3984,-0.5,2.5343,0
48,1,salaried,4.9,6125.0,2646.0,651,2,2682.0,157300.0,180,12.6,257000.0,5484.0,3,0,0.8699,1949.01,0.7561,0.1301,2.1401,0
33,0,retired,16.4,1764.0,574.99,603,0,0.0,20800.0,120,8.3,0.0,7154.0,5,0,0.2988,255.67,0.1449,0.7012,0.9826,1
35,1,retired,1.5,2715.0,1563.0,757,4,2819.0,37100.0,48,14.2,0.0,944.0,0,0,1.5,1017.54,1.4131,-0.5,1.1387,1
43,0,salaried,1.3,2987.0,856.0,834,2,337.0,79900.0,180,11.6,0.0,24150.0,1,0,0.3994,938.47,0.427,0.6006,2.2291,1
64,2,business_owner,2.8,4816.0,2778.0,792,2,1749.0,196600.0,36,11.6,243300.0,8334.0,2,0,0.94,6492.44,1.7113,0.06,3.4019,0
46,2,freelancer,11.1,5212.0,2601.0,850,0,0.0,308800.0,240,10.1,667200.0,30639.0,3,0,0.499,3000.48,0.5757,0.501,4.9373,1
24,3,self_employed,0.7,5147.0,1743.0,609,1,423.0,35600.0,360,13.7,0.0,86927.0,0,0,0.4208,413.38,0.1625,0.5792,0.5764,1
46,2,self_employed,2.1,5987.0,1497.0,693,3,4101.0,80300.0,120,6.4,0.0,45271.0,0,2,0.935,907.71,0.8366,0.065,1.1177,0
60,1,business_owner,3.8,9672.0,3063.0,822,2,4709.0,315500.0,360,8.0,718900.0,91114.0,0,0,0.8036,2315.03,0.7262,0.1964,2.7183,1
29,2,retired,8.0,2282.0,1121.0,624,0,0.0,90100.0,24,12.8,0.0,4837.0,0,0,0.4912,4275.06,1.8734,0.5088,3.2902,1
25,2,self_employed,2.6,5078.0,2959.0,718,1,672.0,266600.0,36,9.1,584800.0,7375.0,1,0,0.715,8490.22,1.8043,0.285,4.3751,1
52,0,salaried,4.1,3377.0,2135.0,727,0,0.0,187800.0,24,10.8,396300.0,4239.0,0,0,0.6322,8735.52,2.0,0.3678,4.6343,1
40,2,self_employed,3.0,4078.0,3065.0,686,0,0.0,204200.0,48,5.5,318100.0,7151.0,0,0,0.7516,4748.97,1.1645,0.2484,4.1728,1
31,4,salaried,1.1,3399.0,2549.0,652,1,868.0,99500.0,36,10.9,0.0,22371.0,0,0,1.0053,3252.79,1.2124,-0.0053,2.4394,0
35,1,self_employed,8.6,7699.0,3895.0,569,1,2276.0,104400.0,36,6.7,217400.0,37920.0,1,0,0.8015,3209.27,0.7125,0.1985,1.13,0
52,2,business_owner,4.2,8577.0,5969.0,738,4,2912.0,68500.0,180,8.3,0.0,15959.0,0,0,1.0354,666.54,0.4172,-0.0354,0.6655,1
48,3,salaried,10.5,2816.0,1108.0,707,0,0.0,114400.0,84,17.0,274900.0,29586.0,2,0,0.3935,2337.86,0.8302,0.6065,3.3854,1
42,2,salaried,7.6,13484.0,7002.0,762,3,6813.0,500000.0,360,7.8,891400.0,11265.0,0,0,1.0245,3599.35,0.7722,-0.0245,3.0901,1
61,2,freelancer,0.9,8800.0,3300.0,545,3,5097.0,333700.0,60,10.0,484800.0,36059.0,0,0,0.9542,7090.14,1.3849,0.0458,3.16,0
37,1,salaried,4.7,5864.0,2839.0,805,1,1576.0,94600.0,36,10.6,0.0,6601.0,0,0,0.7529,3079.19,0.7939,0.2471,1.3444,1
46,1,salaried,28.7,1968.0,1398.0,784,3,1631.0,83500.0,48,8.4,0.0,8406.0,3,0,1.5,2054.19,1.8726,-0.5,3.5357,0
64,2,freelancer,2.7,1535.0,1148.0,766,2,187.0,34800.0,36,6.9,0.0,4897.0,1,0,0.8697,1072.93,0.8208,0.1303,1.8893,1
27,2,retired,4.6,3313.0,1129.0,654,0,0.0,88700.0,36,10.2,0.0,9261.0,1,0,0.3408,2870.44,0.8664,0.6592,2.2311,1
62,4,freelancer,6.8,2010.0,1708.0,732,0,0.0,109600.0,12,9.2,144600.0,8362.0,2,0,0.8498,9594.85,2.0,0.1502,4.5439,1
46,0,self_employed,1.9,4907.0,2022.0,648,0,0.0,287600.0,48,13.3,540300.0,1482.0,5,0,0.4121,7758.48,1.5811,0.5879,4.8842,0
45,1,self_employed,7.8,4309.0,1804.0,725,2,1217.0,241600.0,48,12.4,499500.0,9234.0,4,0,0.7011,6409.81,1.77,0.2989,4.6724,1
30,1,salaried,7.0,4094.0,2916.0,775,1,499.0,26700.0,36,11.8,0.0,11995.0,2,1,0.8341,884.27,0.3379,0.1659,0.5435,1
39,0,business_owner,3.3,2486.0,1308.0,638,0,0.0,85900.0,36,14.0,0.0,5926.0,0,2,0.5261,2935.86,1.181,0.4739,2.8795,0
31,1,self_employed,2.5,20315.0,9177.0,647,3,15000.0,500000.0,36,10.1,792200.0,11892.0,2,0,1.1901,16157.08,1.5337,-0.1901,2.051,0
33,1,retired,15.6,1500.0,825.0,715,1,100.0,17899.0,12,10.1,0.0,2875.0,2,0,0.6167,1187.49,0.8583,0.3833,0.75,1
28,1,retired,1.3,1840.0,787.0,791,0,0.0,72000.0,60,9.9,0.0,1360.0,0,0,0.4277,1526.25,0.8295,0.5723,3.2609,1
60,1,salaried,3.9,5119.0,2158.0,703,1,349.0,143600.0,48,9.3,302500.0,12920.0,1,0,0.4897,3593.98,0.7703,0.5103,2.3377,1
24,1,retired,9.2,1500.0,1275.0,756,1,259.0,17899.0,48,9.6,0.0,202.0,0,0,1.0227,425.39,0.4563,-0.0227,0.9389,1
51,5,retired,1.5,5559.0,3407.0,612,2,1161.0,40300.0,360,8.6,0.0,5149.0,2,0,0.8217,312.73,0.2651,0.1783,0.6041,1
48,3,self_employed,16.7,5184.0,2868.0,606,1,959.0,245200.0,60,5.9,453700.0,7294.0,0,0,0.7382,4729.01,1.0972,0.2618,3.9416,0
31,0,salaried,5.0,8803.0,4918.0,720,0,0.0,354200.0,240,18.8,537700.0,55242.0,0,0,0.5587,5685.43,0.6459,0.4413,3.353,1
63,4,freelancer,4.7,3061.0,2287.0,561,2,518.0,69500.0,360,11.3,0.0,1515.0,0,0,0.9164,677.67,0.3906,0.0836,1.8921,0
21,2,salaried,3.8,8233.0,3090.0,692,1,2058.0,225300.0,120,3.5,348600.0,51609.0,1,0,0.6253,2227.9,0.5206,0.3747,2.2805,1
58,4,self_employed,12.6,1741.0,1298.0,576,0,0.0,33600.0,84,14.0,0.0,3210.0,5,0,0.7455,629.66,0.3617,0.2545,1.6083,0
44,1,salaried,18.3,2806.0,1464.0,807,1,294.0,49600.0,120,7.0,0.0,1942.0,0,0,0.6265,575.9,0.31,0.3735,1.473,1
51,1,self_employed,3.4,6309.0,4258.0,574,1,1256.0,295000.0,48,11.3,633400.0,7001.0,1,0,0.874,7667.48,1.4144,0.126,3.8965,0
61,4,retired,5.2,3037.0,1720.0,704,1,298.0,135700.0,60,10.3,220600.0,31008.0,1,0,0.6645,2903.3,1.0541,0.3355,3.7235,1
46,1,salaried,2.8,7512.0,4448.0,604,4,3877.0,330400.0,240,10.5,609600.0,24880.0,0,0,1.1082,3298.65,0.9552,-0.1082,3.6652,0
25,4,freelancer,3.3,3145.0,954.0,700,0,0.0,155800.0,360,11.7,308300.0,16703.0,0,0,0.3033,1566.69,0.4982,0.6967,4.1282,1
40,3,salaried,0.7,4932.0,3361.0,761,0,0.0,34200.0,48,9.4,0.0,47977.0,0,0,0.6815,857.58,0.1739,0.3185,0.5779,1
61,5,freelancer,9.7,1815.0,1205.0,651,3,1394.0,17899.0,84,9.2,0.0,1214.0,0,2,1.432,213.72,0.8858,-0.432,0.6061,0
31,1,freelancer,21.4,7583.0,5166.0,731,3,6048.0,85500.0,360,9.0,0.0,63671.0,1,0,1.4788,687.95,0.8883,-0.4788,0.9396,1
53,0,salaried,9.3,4447.0,2166.0,579,3,2001.0,151100.0,48,9.1,191300.0,28584.0,0,0,0.937,3767.31,1.2971,0.063,2.8315,0
58,1,self_employed,4.9,15141.0,10910.0,608,3,12409.0,500000.0,36,7.7,869100.0,7379.0,0,0,1.5,15599.08,1.8498,-0.5,2.7519,0
47,5,business_owner,11.0,5017.0,1613.0,705,2,1551.0,272800.0,36,12.6,637800.0,29505.0,0,0,0.6307,9139.24,2.0,0.3693,4.5313,1
54,1,salaried,12.2,2401.0,1691.0,637,2,1192.0,48500.0,24,10.2,0.0,34171.0,1,0,1.2007,2242.51,1.4304,-0.2007,1.6833,0
35,2,freelancer,5.2,2245.0,1045.0,663,0,0.0,73200.0,48,6.7,0.0,1311.0,0,1,0.4655,1742.69,0.7763,0.5345,2.7171,1
52,1,freelancer,17.1,4454.0,3299.0,712,0,0.0,248000.0,84,3.5,337400.0,9869.0,0,0,0.7407,3333.08,0.7483,0.2593,4.64,1
41,1,salaried,0.7,9301.0,6042.0,615,0,0.0,288500.0,180,10.1,477900.0,2921.0,2,0,0.6496,3117.91,0.3352,0.3504,2.5848,0
25,0,business_owner,0.6,16535.0,4134.0,686,4,6075.0,500000.0,36,10.0,1191700.0,74070.0,1,0,0.6174,16133.59,1.3431,0.3826,2.5199,0
26,2,self_employed,1.0,19280.0,13267.0,623,4,15000.0,500000.0,48,7.7,1134500.0,291.0,0,0,1.4661,12136.17,1.4075,-0.4661,2.1611,0
58,3,salaried,0.9,7384.0,4369.0,742,0,0.0,219700.0,12,9.6,458700.0,64601.0,3,0,0.5917,19274.27,2.0,0.4083,2.4795,0
42,0,salaried,3.8,1873.0,610.0,719,0,0.0,66600.0,120,9.2,0.0,36848.0,1,0,0.3257,850.89,0.4543,0.6743,2.9632,1
38,4,self_employed,17.4,3568.0,1139.0,820,1,972.0,116600.0,60,8.3,173800.0,638.0,1,1,0.5916,2381.0,0.9397,0.4084,2.7233,0
34,2,freelancer,7.2,11051.0,9309.0,584,3,4436.0,353400.0,120,12.5,831600.0,18580.0,1,0,1.2438,5172.93,0.8695,-0.2438,2.6649,0
30,2,self_employed,7.0,3781.0,1347.0,772,0,0.0,179600.0,24,11.0,251000.0,2365.0,2,0,0.3563,8370.77,2.0,0.6437,3.9584,1
33,2,freelancer,3.4,1844.0,1567.0,831,3,933.0,97300.0,120,5.5,0.0,193.0,3,1,1.3557,1055.96,1.0786,-0.3557,4.3971,0
51,1,freelancer,5.1,3644.0,2731.0,836,0,0.0,83000.0,84,11.1,0.0,29199.0,0,0,0.7495,1425.53,0.3912,0.2505,1.8981,1
50,1,salaried,2.7,6068.0,4491.0,750,0,0.0,205400.0,60,10.8,465200.0,23011.0,1,0,0.7401,4445.43,0.7326,0.2599,2.8208,1
23,3,self_employed,4.9,27011.0,16188.520000000011,693,1,7794.0,500000.0,36,10.4,1227500.0,175902.26,0,0,1.1285,16227.66,0.8893,-0.1285,1.5426,0
50,1,retired,8.7,2107.0,1144.0,610,0,0.0,57400.0,60,12.7,0.0,1097.0,0,0,0.543,1297.23,0.6157,0.457,2.2702,1
26,1,retired,5.4,1513.0,1286.0,799,4,1123.0,17899.0,24,7.7,0.0,2578.0,0,0,1.5,568.14,1.1177,-0.5,0.694,1
49,0,salaried,3.8,15173.0,10269.0,731,1,3165.0,500000.0,360,9.2,799900.0,20629.0,5,0,0.8854,4095.27,0.4785,0.1146,2.7461,1
28,3,freelancer,11.7,2202.0,1821.0,679,0,0.0,106600.0,120,10.2,190100.0,17259.0,5,0,0.827,1420.56,0.6451,0.173,4.0342,1
64,1,salaried,2.5,4377.0,2685.0,756,1,241.0,142300.0,36,8.9,337300.0,2149.0,1,0,0.6685,4518.48,1.0874,0.3315,2.7092,1
63,2,salaried,4.4,5373.0,3308.0,707,1,1405.0,133000.0,240,10.3,182500.0,2836.0,0,0,0.8772,1310.03,0.5053,0.1228,2.0628,1
64,0,freelancer,23.4,3329.0,1142.0,691,1,978.0,199100.0,60,17.2,356300.0,30905.0,0,0,0.6368,4969.58,1.7866,0.3632,4.984,1
53,5,salaried,21.0,3358.0,1716.0,689,1,967.0,91400.0,12,12.3,0.0,3059.0,0,0,0.799,8133.61,2.0,0.201,2.2682,1
37,1,salaried,0.5,4920.0,2455.0,591,0,0.0,271400.0,36,6.7,419300.0,38144.0,1,0,0.499,8342.87,1.6957,0.501,4.5969,0
31,2,freelancer,5.1,3526.0,2506.0,838,4,1712.0,166000.0,240,15.7,334000.0,3886.0,0,0,1.1963,2272.2,1.1299,-0.1963,3.9232,1
33,2,business_owner,3.0,2485.0,1436.0,724,1,740.0,93100.0,24,10.5,0.0,10692.0,1,0,0.8757,4317.61,2.0,0.1243,3.1221,1
31,3,retired,2.6,2915.0,1372.0,709,1,686.0,139400.0,84,11.2,259500.0,5452.0,1,0,0.706,2401.55,1.0592,0.294,3.9851,1
51,1,self_employed,5.9,6104.0,5115.0,667,2,3217.0,53100.0,60,8.4,0.0,26245.0,1,0,1.365,1086.87,0.7051,-0.365,0.7249,0
48,3,self_employed,4.0,17993.0,13611.0,608,0,0.0,500000.0,60,7.0,1117200.0,58609.0,0,0,0.7565,9900.6,0.5502,0.2435,2.3157,1
64,1,salaried,8.4,4742.0,2177.0,704,2,1484.0,57700.0,84,8.7,0.0,2887.0,0,0,0.772,919.58,0.5069,0.228,1.014,1
26,1,freelancer,0.7,4935.0,2028.0,564,2,1288.0,219100.0,84,8.8,466500.0,5858.0,0,1,0.6719,3502.92,0.9708,0.3281,3.6998,0
61,2,retired,16.2,3055.0,2251.0,823,1,857.0,26700.0,36,5.2,0.0,7020.0,3,1,1.0173,802.62,0.5432,-0.0173,0.7283,1
36,3,business_owner,5.5,24248.0,12456.0,696,2,9699.0,500000.0,12,8.3,1243200.0,91476.0,1,0,0.9137,43563.6,2.0,0.0863,1.7184,0
24,2,freelancer,7.4,2966.0,2380.0,732,1,645.0,73900.0,84,15.5,0.0,17616.0,3,0,1.0199,1446.84,0.7053,-0.0199,2.0763,0
55,4,salaried,6.1,1500.0,1004.0,714,0,0.0,64300.0,180,4.9,0.0,5114.0,2,0,0.6693,505.14,0.3368,0.3307,3.5722,1
46,1,salaried,27.6,7995.0,2868.0,850,2,1056.0,158600.0,84,12.2,270300.0,11434.0,0,0,0.4908,2816.72,0.4844,0.5092,1.6531,1
32,4,salaried,26.2,2997.0,1308.0,765,0,0.0,132900.0,60,12.6,240300.0,2802.0,0,0,0.4364,2996.74,0.9999,0.5636,3.6954,1
31,0,business_owner,6.1,1752.0,788.0,703,2,730.0,30400.0,48,12.4,0.0,4519.0,3,0,0.8664,806.53,0.877,0.1336,1.446,0
57,2,salaried,7.4,3211.0,1693.0,641,1,645.0,92600.0,360,7.9,0.0,5078.0,3,0,0.7281,673.02,0.4105,0.2719,2.4032,0
45,2,self_employed,6.3,2572.0,2154.0,762,1,612.0,132900.0,48,8.1,319700.0,17194.0,5,0,1.0754,3250.72,1.5018,-0.0754,4.306,0
38,1,salaried,2.7,1500.0,837.0,722,0,0.0,43500.0,36,14.1,0.0,1074.0,0,0,0.558,1488.84,0.9926,0.442,2.4167,1
39,1,freelancer,1.8,3530.0,882.0,770,1,735.0,127200.0,84,8.8,166600.0,20479.0,0,0,0.4581,2033.64,0.7843,0.5419,3.0028,1
43,2,freelancer,3.6,10726.0,3580.0,607,2,4467.0,215200.0,12,6.2,364000.0,162267.0,0,0,0.7502,18541.28,2.0,0.2498,1.6719,0
58,0,self_employed,7.4,4155.0,2512.0,614,4,4855.0,219200.0,60,11.2,329300.0,19217.0,0,0,1.5,4787.83,2.0,-0.5,4.3963,0
38,1,freelancer,0.8,2326.0,1496.0,850,0,0.0,76000.0,12,5.4,0.0,3883.0,0,0,0.6432,6520.11,2.0,0.3568,2.7228,1
46,0,self_employed,4.8,5042.0,2521.0,710,2,2897.0,67900.0,180,8.5,0.0,10077.0,2,0,1.0746,668.64,0.7072,-0.0746,1.1222,0
26,2,salaried,3.6,1534.0,1014.0,527,0,0.0,83700.0,24,6.8,0.0,3229.0,0,0,0.661,3739.88,2.0,0.339,4.5469,0
24,0,salaried,5.0,4124.0,2615.0,815,0,0.0,245200.0,48,11.2,305200.0,4286.0,0,0,0.6341,6361.16,1.5425,0.3659,4.9547,1
64,0,retired,12.3,1500.0,762.0,779,2,179.0,78400.0,48,4.4,0.0,6638.0,2,0,0.6273,1784.27,1.3088,0.3727,4.3556,1
49,0,salaried,0.8,5916.0,5029.0,608,1,1067.0,270200.0,60,7.1,333800.0,16911.0,3,0,1.0304,5363.04,1.0869,-0.0304,3.8061,0
54,1,salaried,9.2,2926.0,1837.0,692,1,657.0,89600.0,24,12.4,0.0,1557.0,2,0,0.8524,4234.54,1.6717,0.1476,2.5518,0
37,3,salaried,7.1,8991.0,3737.0,606,4,5116.0,352500.0,60,4.2,454000.0,9473.0,2,0,0.9847,6523.69,1.2946,0.0153,3.2672,0
63,4,salaried,1.9,8190.0,6962.0,682,0,0.0,72400.0,120,11.0,0.0,60806.0,0,0,0.8501,997.31,0.1218,0.1499,0.7367,1
63,0,self_employed,8.4,4424.0,3059.0,557,0,0.0,199800.0,36,10.8,414200.0,128902.0,0,0,0.6915,6522.29,1.4743,0.3085,3.7636,0
36,2,self_employed,4.6,5206.0,4396.0,765,0,0.0,281400.0,60,6.9,609800.0,37453.0,3,0,0.8444,5558.79,1.0678,0.1556,4.5044,1
22,2,retired,4.4,1989.0,1097.0,648,0,0.0,30300.0,360,11.8,0.0,38898.0,0,0,0.5515,307.01,0.1544,0.4485,1.2695,1
54,2,freelancer,4.5,6975.0,2433.0,689,3,1749.0,262800.0,48,10.6,635400.0,23608.0,0,0,0.5996,6741.27,1.2172,0.4004,3.1398,1
28,2,salaried,18.4,3612.0,1387.0,772,0,0.0,144400.0,36,12.7,343700.0,18232.0,3,0,0.384,4844.57,1.3412,0.616,3.3315,1
33,0,freelancer,17.8,5944.0,3766.0,778,4,2839.0,322000.0,180,6.6,418100.0,2209.0,0,0,1.1112,2822.7,0.9525,-0.1112,4.5144,1
62,1,business_owner,15.2,6937.0,3998.0,661,1,1984.0,274900.0,60,6.0,585800.0,40141.0,0,0,0.8623,5314.59,1.0521,0.1377,3.3023,0
28,1,business_owner,13.6,5694.0,3811.0,664,2,1388.0,149500.0,60,9.9,208200.0,40464.0,0,0,0.9131,3169.08,0.8003,0.0869,2.188,0
50,0,salaried,0.7,5993.0,4203.0,791,0,0.0,212600.0,60,6.0,385900.0,23728.0,1,0,0.7013,4110.15,0.6858,0.2987,2.9562,1
52,2,salaried,3.6,5833.0,2570.0,648,2,1994.0,214500.0,84,9.3,359200.0,95910.0,0,0,0.7824,3483.85,0.9391,0.2176,3.0645,0
